induction_path,gamma_path,LOC,WELL,UWI,DEPTH_REFERENCE_ID,Reference Point,induction_instrument,gamma_instrument,BOREHOLE_NAME,ORIG_LON,ORIG_LAT,ORIG_Z,ORIG_SRID,ENO,COUNTRY,STATE,ELEVATION_VALUE,INPUT_UNCERTAINTY_Z,ELEVATION_UOM,ELEVATION_DATUM,ELEVATION_DATUM_CONFIDENCE,DEPTH_REFERENCE_TYPE,DEPTH_REFERENCE_DATUM,DEPTH_REFERENCE_HEIGHT,DEPTH_REFERENCE_UOM,ALTERNATE_NAMES,LOCATION_METHOD,GDA94_LONGITUDE,GDA94_LATITUDE,SRID,COORD_REF_SYS_NAME,DEPTH_REFERENCE_TYPE_ID,Reference_datum_height_(mAGL),ground_elevation_(mAHD),vertical_datum,projected_crs,easting,northing,geographic_crs,STRT_induction,STRT_gamma,STOP_induction,STOP_gamma,STEP_induction,STEP_gamma,NULL_induction,NULL_gamma,COMP_induction,COMP_gamma,WELL_induction,WELL_gamma,DATE_induction,DATE_gamma,UWI_induction,UWI_gamma,X_induction,X_gamma,Y_induction,Y_gamma,LONGI_induction,LONGI_gamma,LATI_induction,LATI_gamma,GDAT_induction,GDAT_gamma,HZCS_induction,HZCS_gamma,LMF_induction,LMF_gamma,APD_induction,APD_gamma,EPD_induction,EPD_gamma,PDAT_induction,PDAT_gamma,STAT_induction,STAT_gamma,CTRY_induction,CTRY_gamma,SRVC_induction,SRVC_gamma,LOC_induction,LOC_gamma,FLD_induction,FLD_gamma
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037338\RN037338_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037338\RN037338_Gamma_Down.LAS,Daly River,RN037338,636296,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN037338,132.1477784,-14.77890577,168.41576,4326,636296,AUS,NT,124,10,m,Australian Height Datum,known,top of casing protector,ground level,0.5,m,,GPS observation,132.1477784,-14.7789058,4326,WGS 84,10,0.5,124,mAHD,GDA94 / MGA zone 53,192941.003,8364176.997,GDA94,0,0,92.01,91.73,0.01,0.01,-999.25,-999.25,GA,GA,RN037338,RN037338,24/06/2017,24/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037411\RN037411_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037411\RN037411_Gamma_Down.LAS,Daly River,RN037411,636283,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN037411,132.2475746,-14.47458067,152.23522,4326,636283,AUS,NT,106,10,m,Australian Height Datum,known,top of casing protector,ground level,0.68,m,,GPS observation,132.2475746,-14.4745807,4326,WGS 84,10,0.68,106,mAHD,GDA94 / MGA zone 53,203283.0027,8398003.997,GDA94,0,0,55.05,54.77,0.01,0.01,-999.25,-999.25,GA,GA,RN037411,RN037411,25/06/2017,25/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037412\RN037412_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037412\RN037412_Gamma_Down.LAS,Daly River,RN037412,636252,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN037412,132.2790684,-14.43394803,159.73188,4326,636252,AUS,NT,113.2,10,m,Australian Height Datum,known,top of casing protector,ground level,0.64,m,,GPS observation,132.2790684,-14.433948,4326,WGS 84,10,0.64,113.2,mAHD,GDA94 / MGA zone 53,206626.997,8402543.003,GDA94,0,0,85.01,84.73,0.01,0.01,-999.25,-999.25,GA,GA,RN037412,RN037412,25/06/2017,25/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037413\RN037413_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037413\RN037413_Gamma_Down.LAS,Daly River,RN037413,636254,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN037413,132.2644707,-14.4559179,152.37836,4326,636254,AUS,NT,106,10,m,Australian Height Datum,known,top of casing protector,ground level,0.57,m,,GPS observation,132.2644707,-14.4559179,4326,WGS 84,10,0.57,106,mAHD,GDA94 / MGA zone 53,205080.9996,8400092,GDA94,0,0,65.02,64.76,0.01,0.01,-999.25,-999.25,GA,GA,RN037413,RN037413,25/06/2017,25/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037769\RN037769_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Daly_River\RN037769\RN037769_Gamma_Down.LAS,Daly River,RN037769,636253,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN037769,131.9360889,-14.64345334,155.71897,4326,636253,AUS,NT,111.1,10,m,Australian Height Datum,known,top of casing protector,ground level,0.3,m,,GPS observation,131.9360889,-14.6434533,4326,WGS 84,10,0.3,111.1,mAHD,GDA94 / MGA zone 52,816290.0035,8379059.005,GDA94,26.918,0,147.007,146.74,0.01,0.01,-999.25,-999.25,GA,GA,RN037769,RN037769,23/06/2017,23/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,DS & RA,DS & RA,Stuart Corridor,Stuart Corridor,Daly River,Daly River
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN020967\RN020967_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN020967\RN020967_Gamma_Down.LAS,Howard East,RN020967,636298,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN020967,131.1781105,-12.52542279,83.67937,4326,636298,AUS,NT,31.9,10,m,Australian Height Datum,known,top of casing,ground level,0.6,m,,GPS observation,131.1781105,-12.5254228,4326,WGS 84,5,0.6,31.9,mAHD,GDA94 / MGA zone 52,736690.0052,8614368.999,GDA94,0,0,45.04,44.7,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN020967,RN020967,28/06/2017,28/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021012\RN021012_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021012\RN021012_Gamma_Down.LAS,Howard East,RN021012,636276,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN021012,131.1228405,-12.49887034,84.13115,4326,636276,AUS,NT,32.4,10,m,Australian Height Datum,known,top of casing protector,ground level,0.79,m,,GPS observation,131.1228405,-12.4988703,4326,WGS 84,10,0.79,32.4,mAHD,GDA94 / MGA zone 52,730705.0023,8617356.004,GDA94,0,0,67.68,64.7,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN021012,RN021012,30/06/2017,30/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021396\RN021396_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021396\RN021396_Gamma_Down.LAS,Howard East,RN021396,636271,3,unknown,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN021396,131.1627628,-12.43182201,81.06517,4326,636271,AUS,NT,29.1,10,m,Australian Height Datum,known,ground surface,ground level,0,m,,GPS observation,131.1627628,-12.431822,4326,WGS 84,3,0,29.1,mAHD,GDA94 / MGA zone 52,735106.0001,8624740.001,GDA94,0,0,42.1,40.99,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN021396,RN021396,2/07/2017,2/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021762\RN021762_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021762\RN021762_Gamma_Down.LAS,Howard East,RN021762,636261,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN021762,131.1080736,-12.45284995,74.80989,4326,636261,AUS,NT,23,10,m,Australian Height Datum,known,top of casing protector,ground level,0.69,m,,GPS observation,131.1080736,-12.45285,4326,WGS 84,10,0.69,23,mAHD,GDA94 / MGA zone 52,729140.0017,8622460.995,GDA94,0,0,73.29,72.73,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN021762,RN021762,6/07/2017,6/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021765\RN021765_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021765\RN021765_Gamma_Down.LAS,Howard East,RN021765,636275,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN021765,131.1281147,-12.48248914,82.28387,4326,636275,AUS,NT,30.5,10,m,Australian Height Datum,known,top of casing protector,ground level,0.77,m,,GPS observation,131.1281147,-12.4824891,4326,WGS 84,10,0.77,30.5,mAHD,GDA94 / MGA zone 52,731292.9974,8619164.005,GDA94,0,0,51.29,51.48,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN021765,RN021765,30/06/2017,30/06/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021768\RN021768_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021768\RN021768_Gamma_Down.LAS,Howard East,RN021768,636268,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN021768,131.124955,-12.448207,75.65902,4283,636268,AUS,NT,23.8,10,m,Australian Height Datum,known,top of casing protector,ground level,0.64,m,,GPS observation,131.124955,-12.448207,4283,GDA94,10,0.64,23.8,mAHD,GDA94 / MGA zone 52,730979.8244,8622960.119,GDA94,0,0,81.07,80.79,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN021768,RN021768,4/07/2017,4/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021769\RN021769_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN021769\RN021769_Gamma_Down.LAS,Howard East,RN021769,636262,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN021769,131.1115706,-12.44861119,71.42834,4326,636262,AUS,NT,19.6,10,m,Australian Height Datum,known,top of casing,ground level,0.93,m,,GPS observation,131.1115706,-12.4486112,4326,WGS 84,5,0.93,19.6,mAHD,GDA94 / MGA zone 52,729523.9985,8622926.998,GDA94,0,0,55.22,54.81,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN021769,RN021769,6/07/2017,6/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022060\RN022060_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022060\RN022060_Gamma_Down.LAS,Howard East,RN022060,636259,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN022060,131.1112854,-12.44859534,72.02772,4326,636259,AUS,NT,20.2,10,m,Australian Height Datum,known,top of casing protector,ground level,0.46,m,,GPS observation,131.1112854,-12.4485953,4326,WGS 84,10,0.46,20.2,mAHD,GDA94 / MGA zone 52,729492.9989,8622929.004,GDA94,0,0,75.15,74.76,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN022069,RN022069,6/07/2017,6/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022063\RN022063_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022063\RN022063_Gamma_Down.LAS,Howard East,RN022063,636260,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN022063,131.1080194,-12.45182914,74.81226,4326,636260,AUS,NT,23,10,m,Australian Height Datum,known,top of casing protector,ground level,0.38,m,,GPS observation,131.1080194,-12.4518291,4326,WGS 84,10,0.38,23,mAHD,GDA94 / MGA zone 52,729135.0045,8622574.004,GDA94,0,0,24.81,23.73,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN022063,RN022063,6/07/2017,6/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022065\RN022065_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN022063\RN022063_Gamma_Down.LAS,Howard East,RN022065,636267,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN022065,131.107896,-12.442466,68.53449,4283,636267,AUS,NT,16.7,10,m,Australian Height Datum,known,top of casing protector,ground level,0.61,m,,GPS observation,131.107896,-12.442466,4283,GDA94,10,0.61,16.7,mAHD,GDA94 / MGA zone 52,729129.8049,8623610.138,GDA94,1.988,0,61.047,23.73,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN022065,RN022063,4/07/2017,6/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN024402\RN024402_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN024402\RN024402_Gamma_Down.LAS,Howard East,RN024402,636258,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN024402,131.1628118,-12.40993345,72.61057,4326,636258,AUS,NT,20.6,10,m,Australian Height Datum,known,top of casing protector,ground level,0.74,m,,GPS observation,131.1628118,-12.4099335,4326,WGS 84,10,0.74,20.6,mAHD,GDA94 / MGA zone 52,735131.0038,8627161.995,GDA94,0,0,62.02,61.76,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN024402,RN024402,7/07/2017,7/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025420\RN025420_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025420\RN025420_Gamma_Down.LAS,Howard East,RN025420,636270,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN025420,131.1029145,-12.41054927,58.79129,4326,636270,AUS,NT,6.9,10,m,Australian Height Datum,known,top of casing protector,ground level,555,mm,,GPS observation,131.1029145,-12.4105493,4326,WGS 84,10,0.555,6.9,mAHD,GDA94 / MGA zone 52,728615.9948,8627145.997,GDA94,0,0,36.01,35.77,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN025420,RN025420,3/07/2017,3/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025423\RN025423_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN025423\RN025423_Gamma_Down.LAS,Howard East,RN025423,636264,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN025423,131.1627733,-12.40861432,76.31316,4326,636264,AUS,NT,24.3,10,m,Australian Height Datum,known,top of casing protector,ground level,475,mm,,GPS observation,131.1627733,-12.4086143,4326,WGS 84,10,0.475,24.3,mAHD,GDA94 / MGA zone 52,735128.0011,8627308.003,GDA94,0,0,61.06,60.8,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN025423,RN025423,5/07/2017,5/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN029425\RN029425_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN029425\RN029425_Gamma_Down.LAS,Howard East,RN029425,636274,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN029425,131.1649191,-12.5010477,86.41233,4326,636274,AUS,NT,34.6,10,m,Australian Height Datum,known,top of casing protector,ground level,1.28,m,,GPS observation,131.1649191,-12.5010477,4326,WGS 84,10,1.28,34.6,mAHD,GDA94 / MGA zone 52,735277.9952,8617078,GDA94,0,0,35.04,34.75,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN029425,RN029425,1/07/2017,1/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN031977\RN031977_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN031977\RN031977_Gamma_Down.LAS,Howard East,RN031977,636272,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN031977,131.2114842,-12.41735777,63.75725,4326,636272,AUS,NT,11.7,10,m,Australian Height Datum,known,top of casing protector,ground level,255,mm,,GPS observation,131.2114842,-12.4173578,4326,WGS 84,10,0.255,11.7,mAHD,GDA94 / MGA zone 52,740418,8626296.997,GDA94,0,0,24.02,23.75,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN031977,RN031977,2/07/2017,2/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN034679\RN034679_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN034679\RN034679_Gamma_Down.LAS,Howard East,RN034679,636266,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN034679,131.1448236,-12.36670616,75.96653,4326,636266,AUS,NT,23.9,10,m,Australian Height Datum,known,top of casing protector,ground level,0.32,m,,GPS observation,131.1448236,-12.3667062,4326,WGS 84,10,0.32,23.9,mAHD,GDA94 / MGA zone 52,733213.0026,8631960.995,GDA94,0,0,46.09,46.61,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN034679,RN034679,5/07/2017,5/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035864\RN035864_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035864\RN035864_Gamma_Down.LAS,Howard East,RN035864,628380,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN035864,722518,8623580,,82465,628380,AUS,NT,23.9,10,m,Australian Height Datum,assumed,top of casing,ground level,505,mm,,"State or NT agency supplied location, method unknown",131.0471,-12.4432054,82465,MGA94 Zone 52,5,0.505,23.9,mAHD,GDA94 / MGA zone 52,722517.9989,8623579.998,GDA94,0,0,66.07,65.79,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN035864,RN035864,3/07/2017,3/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035865\RN035865_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035865\RN035865_Gamma_Down.LAS,Howard East,RN035865,628379,3,unknown,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN035865,722977,8623637,,82465,628379,AUS,NT,14.9,10,m,Australian Height Datum,assumed,ground surface,ground level,0,m,,"State or NT agency supplied location, method unknown",131.0513167,-12.4426583,82465,MGA94 Zone 52,3,0,14.9,mAHD,GDA94 / MGA zone 52,722976.9964,8623636.998,GDA94,0,0,70.07,69.83,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN035865,RN035865,3/07/2017,3/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035866\RN035866_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN035866\RN035866_Gamma_Down.LAS,Howard East,RN035866,636269,10,top of casing protector,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN035866,131.0921648,-12.42765929,67.33049,4326,636269,AUS,NT,15.5,10,m,Australian Height Datum,known,top of casing protector,ground level,0.4,m,,GPS observation,131.0921648,-12.4276593,4326,WGS 84,10,0.4,15.5,mAHD,GDA94 / MGA zone 52,727432.0032,8625261.999,GDA94,0,0,22.05,22.01,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN035866,RN035866,3/07/2017,3/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN036531\RN036531_Induction_Down.LAS,\\prod.lan\active\proj\futurex\StuartCorridor\Data\Processed\Geophysics\InductionGamma\From-Data-Original\Induction_and_Gamma_Results\Howard_East\RN036531\RN036531_Gamma_Down.LAS,Howard East,RN036531,628378,5,top of casing,A034 Induction Conductivity Probe,A031 Natural Gamma Probe,RN036531,723446,8622060,,82465,628378,AUS,NT,15.4,10,m,Australian Height Datum,assumed,top of casing,ground level,0.46,m,,"State or NT agency supplied location, method unknown",131.0557417,-12.4568773,82465,MGA94 Zone 52,5,0.46,15.4,mAHD,GDA94 / MGA zone 52,723446.0051,8622059.995,GDA94,0,0,58.53,58.34,0.01,0.01,-999.25,-999.25,Geoscience Australia,Geoscience Australia,RN036531,RN036531,4/07/2017,4/07/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,QR,QR,Howards East,Howards East,Howards East,Howards East
